continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Europe,Ireland,5/6/2022,1566106,1054,7519,0,311780.276,209.83,127.041,1496.882,0,0.54,0.92,18,3.583,191,38.024,4,0.791,413,82.213,12259134,3295,2458.452,0.661,4492,0.901,0.16,6.2,tests performed,10972459,4096529,4047995,3069177,99,1625,218.44,81.55,80.59,61.1,324,106,0.002,5.56,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,4462.699,5.71,1.57,888.43384
Europe,Ireland,12/6/2022,1572159,2106,7536,4,312985.307,419.262,172.147,1500.266,0.796,0.483,0.98,27,5.375,289,57.534,5,0.988,475,94.466,12291022,3650,2464.847,0.732,4555,0.913,0.24,4.2,tests performed,10981702,4097072,4049247,3076625,649,1320,218.62,81.56,80.61,61.25,263,78,0.002,5.56,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,4522.8994,5.75,11.01,900.4185
Europe,Ireland,19/6/2022,1580379,1054,7560,6,314621.744,209.83,233.777,1505.044,1.194,0.683,0.96,26,5.176,477,94.961,7,1.383,590,117.391,12325605,4382,2471.782,0.879,4940,0.991,0.29,3.4,tests performed,10990922,4097580,4050253,3084331,558,1317,218.81,81.57,80.63,61.4,262,73,0.001,5.56,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,4592.2993,5.79,12.31,914.2346
Asia,Israel,20/12/2020,373022,1888,3111,20,39477.405,199.81,261.948,329.241,2.117,1.557,1.38,146,15.451,1123,118.849,70,7.408,951,100.646,6912842,67137,744.036,7.226,72711,7.826,0.037,27,people tested,7472,7468,4,,7397,7397,0.08,0.08,0,,783,7397,0.078,71.3,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,2635.5002,5.89,5.13,300.94254
Asia,Israel,27/12/2020,399105,2658,3242,23,42237.803,281.3,394.343,343.105,2.434,1.981,1.39,184,19.473,1412,149.434,100,10.583,1173,124.14,7490542,68292,806.215,7.35,82529,8.883,0.046,21.7,people tested,389129,389125,4,,104577,54522,4.12,4.12,0,,5770,54522,0.577,82.41,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,2653.0002,5.8,1.75,302.94083
Asia,Israel,3/1/2021,435748,4212,3433,27,46115.779,445.761,553.997,363.319,2.857,2.888,1.35,255,26.987,1740,184.146,135,14.287,1458,154.302,8137910,76828,875.892,8.269,92481,9.954,0.059,16.9,people tested,1285272,1285266,6,,149770,128020,13.6,13.6,0,,13549,128020,1.355,82.41,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,2791.5002,5.97,13.87,313.64972
Asia,Israel,10/1/2021,486497,5164,3677,20,51486.612,546.513,767.262,389.142,2.117,3.689,1.23,303,32.067,2198,232.617,153,16.192,1900,201.079,8877628,93752,955.508,10.091,105674,11.374,0.071,14.1,people tested,1936866,1930813,6053,,43651,93085,20.5,20.43,0.06,,9851,92221,0.976,85.19,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,2959.7002,6.19,16.11,332.54846
Asia,Israel,17/1/2021,544753,5085,4018,47,57651.921,538.152,880.758,425.23,4.974,5.155,1.07,343,36.3,2480,262.462,174,18.415,1985,210.075,9586445,61786,1031.799,6.65,101260,10.899,0.08,12.5,people tested,2546585,2213332,333253,,153045,87103,26.95,23.42,3.53,,9218,40360,0.427,85.19,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3137.1,6.42,16.33,352.4809
Asia,Israel,24/1/2021,594626,2447,4384,52,62930.046,258.969,754.018,463.964,5.503,5.533,0.95,396,41.909,2315,244.999,202,21.378,1847,195.47,10116442,52960,1088.843,5.7,75714,8.149,0.093,10.8,people tested,3815272,2650029,1165243,,209861,181241,40.38,28.05,12.33,,19181,62385,0.66,85.19,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3349.3,6.71,19.91,376.32343
Asia,Israel,31/1/2021,640442,2627,4765,38,67778.813,278.019,692.681,504.286,4.022,5.76,0.97,394,41.698,2175,230.183,157,16.616,1614,170.812,10597151,53398,1140.582,5.747,68673,7.391,0.096,10.4,people tested,4965697,3111701,1853996,,132838,164346,52.55,32.93,19.62,,17393,65953,0.698,87.04,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3565.7,6.99,20.01,400.63788
Asia,Israel,7/2/2021,686613,2658,5113,51,72665.15,281.3,698.048,541.115,5.397,5.261,0.89,410,43.391,2066,218.647,165,17.462,1644,173.987,11101489,52319,1194.865,5.631,72048,7.755,0.09,11.1,people tested,5656690,3506934,2149756,,122825,98713,59.87,37.11,22.75,,10447,56462,0.598,64.81,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3730.3,7.16,15.12,419.13214
Asia,Israel,14/2/2021,722568,1890,5361,29,76470.314,200.021,543.595,567.362,3.069,3.749,0.8,362,38.311,1841,194.835,127,13.441,1391,147.211,11553217,45795,1243.485,4.929,64533,6.946,0.077,13,people tested,6489554,3925188,2564366,,144006,118981,68.68,41.54,27.14,,12592,59751,0.632,62.96,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3827.9001,7.2,9,430.0984
Asia,Israel,21/2/2021,748394,1255,5566,26,79203.514,132.818,390.457,589.057,2.752,3.099,0.87,320,33.866,1632,172.717,97,10.266,1165,123.293,11935156,48416,1284.593,5.211,54563,5.873,0.067,14.9,people tested,7391195,4372081,3019114,,157887,128806,78.22,46.27,31.95,,13632,63842,0.676,58.23,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3896.9001,7.19,6.76,437.85114
Asia,Israel,28/2/2021,774219,1443,5743,30,81936.607,152.715,390.442,607.789,3.175,2.676,0.9,283,29.95,1497,158.429,94,9.948,1167,123.505,12352818,52596,1329.547,5.661,59666,6.422,0.062,16.1,people tested,8139185,4731899,3407286,,96238,106856,86.14,50.08,36.06,,11309,51403,0.544,57.62,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3891.1,7.05,-0.57,437.19946
Asia,Israel,7/3/2021,800372,1841,5875,20,84704.413,194.835,395.401,621.759,2.117,1.996,0.82,264,27.939,1350,142.872,81,8.572,1061,112.287,12904916,60387,1388.97,6.5,78871,8.489,0.046,21.7,people tested,8777994,4959867,3818127,,104008,91258,92.9,52.49,40.41,,9658,32567,0.345,56.98,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3884.7002,6.91,-0.64,436.48038
Asia,Israel,14/3/2021,818261,787,5990,16,86597.629,83.289,270.459,633.93,1.693,1.739,0.65,269,28.469,1207,127.738,77,8.149,858,90.803,13416387,54065,1444.02,5.819,73067,7.864,0.033,30.3,people tested,9337358,5100938,4236420,,94929,79909,98.82,53.98,44.83,,8457,20153,0.213,56.32,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,3954.3003,6.91,7.16,444.30057
Asia,Israel,21/3/2021,827632,350,6091,7,87589.375,37.041,141.678,644.618,0.741,1.527,0.51,247,26.14,985,104.244,52,5.503,612,64.769,13817051,44668,1487.144,4.808,57238,6.161,0.021,47.6,people tested,9786081,5198966,4587115,,53683,64103,103.57,55.02,48.55,,6784,14004,0.148,55.77,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4062.9004,6.99,11.38,456.50275
Asia,Israel,28/3/2021,832175,244,6168,6,88070.166,25.823,68.685,652.767,0.635,1.164,0.47,230,24.341,695,73.553,49,5.186,365,38.628,14088310,11151,1516.339,1.2,38751,4.171,0.015,66.7,people tested,9983947,5244768,4739179,,6727,28267,105.66,55.51,50.16,,2992,6543,0.069,55.53,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4165.5005,7.06,11.46,468.03076
Asia,Israel,4/4/2021,834535,123,6249,7,88319.928,13.017,35.68,661.34,0.741,1.225,0.53,189,20.002,559,59.16,27,2.857,254,26.881,14312218,30669,1540.439,3.301,31987,3.443,0.011,90.9,people tested,10153774,5289965,4863809,,32451,24261,107.46,55.98,51.47,,2568,6457,0.068,55.34,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4166.1006,6.95,0.07,468.0982
Asia,Israel,11/4/2021,836219,86,6308,9,88498.148,9.101,25.46,667.584,0.952,0.892,0.57,151,15.981,440,46.566,24,2.54,196,20.743,14570496,31569,1568.238,3.398,36897,3.971,0.006,166.7,people tested,10300275,5342024,4958251,,23295,20929,109.01,56.54,52.47,,2215,7437,0.079,55.19,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4274.9004,7.02,12.07,480.3228
Asia,Israel,18/4/2021,837271,89,6351,7,88609.482,9.419,15.905,672.135,0.741,0.65,0.63,110,11.641,343,36.3,13,1.376,138,14.605,14812091,31900,1594.241,3.433,34514,3.715,0.005,200,people tested,10370898,5372494,4998404,,14532,10089,109.76,56.86,52.9,,1068,4353,0.046,53.28,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4334.7,7.02,6.89,487.04184
Asia,Israel,25/4/2021,838255,36,6375,4,88713.62,3.81,14.877,674.675,0.423,0.363,0.62,87,9.207,250,26.458,4,0.423,85,8.996,15039272,27566,1618.692,2.967,32454,3.493,0.004,250,people tested,10444735,5405889,5038846,,11756,10548,110.54,57.21,53.33,,1116,4771,0.05,53.21,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4353.7,6.96,2.22,489.17667
Asia,Israel,2/5/2021,838879,15,6391,2,88779.659,1.587,9.434,676.368,0.212,0.242,0.6,60,6.35,193,20.425,6,0.635,62,6.562,15239586,24879,1640.253,2.678,28616,3.08,0.003,333.3,people tested,10508554,5430366,5078188,,9317,9117,111.21,57.47,53.74,,965,3497,0.037,47.6,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4364.1,6.88,1.18,490.34518
Asia,Israel,9/5/2021,839283,16,6404,1,88822.415,1.693,6.108,677.744,0.106,0.197,0.59,49,5.186,164,17.356,3,0.317,57,6.032,15432972,23087,1661.067,2.485,27627,2.974,0.002,500,people tested,10553143,5449376,5103767,,7602,6370,111.69,57.67,54.01,,674,2716,0.029,47.56,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4375.9,6.8,1.39,491.671
Asia,Israel,16/5/2021,839544,20,6412,1,88850.037,2.117,3.946,678.59,0.106,0.121,0.65,41,4.339,126,13.335,1,0.106,38,4.022,15587483,14622,1677.697,1.574,22073,2.376,0.002,500,people tested,10583099,5460745,5122354,,1735,4279,112,57.79,54.21,,453,1624,0.017,47.53,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4433.3,6.8,6.76,498.1204
Asia,Israel,23/5/2021,839753,12,6419,0,88872.156,1.27,3.16,679.331,0,0.106,0.74,39,4.127,115,12.171,4,0.423,41,4.339,15720385,18067,1692.001,1.945,18986,2.043,0.002,500,people tested,10613319,5471227,5142092,,5488,4317,112.32,57.9,54.42,,457,1497,0.016,47.49,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4478.6997,6.79,5.45,503.22147
Asia,Israel,30/5/2021,839903,13,6425,0,88888.03,1.376,2.268,679.966,0,0.091,0.75,31,3.281,94,9.948,0,0,32,3.387,15891600,19498,1710.429,2.099,24459,2.633,0.001,1000,people tested,10638645,5481105,5157540,,3582,3618,112.59,58.01,54.58,,383,1411,0.015,47.47,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4486.4995,6.71,0.94,504.09784
Asia,Israel,6/6/2021,840018,6,6429,1,88900.201,0.635,1.739,680.389,0.106,0.06,0.9,25,2.646,84,8.89,3,0.317,27,2.857,16011484,15848,1723.333,1.706,17126,1.843,0.001,1000,people tested,10659522,5493012,5166510,,5297,2982,112.81,58.13,54.68,,316,1701,0.018,29.63,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4464.0996,6.6,-2.73,501.58102
Asia,Israel,13/6/2021,840110,5,6432,0,88909.938,0.529,1.391,680.707,0,0.045,1.3,20,2.117,78,8.255,0,0,24,2.54,16135419,18288,1736.672,1.968,17705,1.906,0.001,1000,people tested,10686053,5512900,5173153,,4361,3790,113.09,58.34,54.75,,401,2841,0.03,29.63,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4442.4995,6.49,-2.68,499.15405
Asia,Israel,20/6/2021,840294,47,6435,1,88929.411,4.974,2.782,681.024,0.106,0.045,2.12,17,1.799,69,7.302,1,0.106,19,2.011,16270625,22410,1751.224,2.412,19315,2.079,0.002,500,people tested,10709657,5529401,5180256,,4648,3372,113.34,58.52,54.82,,357,2357,0.025,24.07,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4464.0996,6.45,2.75,501.58102
Asia,Israel,27/6/2021,841389,132,6436,0,89045.296,13.97,16.555,681.13,0,0.015,2.03,16,1.693,78,8.255,4,0.423,37,3.916,16473460,29075,1773.056,3.129,28976,3.119,0.006,166.7,people tested,10777359,5587429,5189930,,17073,9672,114.06,59.13,54.93,,1024,8290,0.088,29.63,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4534.8994,6.47,8.89,509.536
Asia,Israel,4/7/2021,843394,189,6436,0,89257.488,20.002,30.313,681.13,0,0,1.74,14,1.482,102,10.795,2,0.212,67,7.091,16752675,33456,1803.108,3.601,39888,4.293,0.008,125,people tested,10891569,5682238,5209199,132,20898,16316,115.27,60.14,55.13,0,1727,13544,0.143,29.63,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4584.699,6.47,6.29,515.1315
Asia,Israel,11/7/2021,846638,262,6441,2,89600.804,27.728,49.045,681.659,0.212,0.076,1.57,17,1.799,136,14.393,6,0.635,100,10.583,17094422,40505,1839.89,4.36,48821,5.255,0.01,100,people tested,10993859,5767643,5226018,198,4315,14613,116.35,61.04,55.31,0,1547,12201,0.129,29.63,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4619.099,6.45,4.29,518.9966
Asia,Israel,18/7/2021,851860,444,6453,2,90153.455,46.989,78.95,682.929,0.212,0.181,1.58,16,1.693,210,22.225,6,0.635,177,18.732,17489014,51880,1882.361,5.584,56370,6.067,0.014,71.4,people tested,11053125,5782540,5269081,1504,12080,8467,116.98,61.2,55.76,0.02,896,2128,0.023,29.63,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4578.099,6.32,-5.18,514.3899
Asia,Israel,25/7/2021,860624,972,6467,3,91080.961,102.868,132.501,684.411,0.317,0.212,1.54,22,2.328,321,33.972,15,1.587,299,31.644,18022635,68017,1939.795,7.321,76232,8.205,0.018,55.6,people tested,11146968,5800833,5342743,3392,20139,13406,117.97,61.39,56.54,0.04,1419,2613,0.028,37.6,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4691.499,6.41,14.36,527.13135
Asia,Israel,1/8/2021,875483,2104,6493,6,92653.508,222.669,224.65,687.163,0.635,0.393,1.53,36,3.81,557,58.948,30,3.175,515,54.503,18661230,75147,2008.528,8.088,91228,9.819,0.024,41.7,people tested,11287960,5827301,5414194,46465,37495,20142,119.46,61.67,57.3,0.49,2132,3781,0.04,37.56,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4759.099,6.43,8.22,534.7268
Asia,Israel,8/8/2021,898998,2935,6568,12,95142.131,310.615,355.518,695.1,1.27,1.134,1.5,73,7.726,862,91.227,49,5.186,848,89.745,19359351,84645,2083.667,9.11,99732,10.734,0.036,27.8,people tested,11788842,5850338,5433179,505325,88161,71555,124.76,61.91,57.5,5.35,7573,3291,0.035,48.64,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,4909.099,6.56,18.8,551.5806
Asia,Israel,15/8/2021,937063,4232,6692,18,99170.6,447.878,575.496,708.223,1.905,1.875,1.39,119,12.594,1210,128.056,85,8.996,1185,125.41,20157851,85621,2169.61,9.215,114071,12.278,0.05,20,people tested,12306030,5887187,5453154,965689,109661,73884,130.24,62.3,57.71,10.22,7819,5264,0.056,48.61,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,5113.899,6.76,25.09,574.5917
Asia,Israel,22/8/2021,988233,5414,6855,25,104585.988,572.971,773.627,725.474,2.646,2.464,1.27,153,16.192,1455,153.985,78,8.255,1421,150.386,21084211,107532,2269.316,11.574,132337,14.244,0.057,17.5,people tested,12910718,5938566,5482081,1490071,119743,86384,136.64,62.85,58.02,15.77,9142,7340,0.078,52.27,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,5359.899,7.01,30.79,602.232
Asia,Israel,29/8/2021,1049363,7279,7048,23,111055.456,770.346,924.21,745.899,2.434,2.918,1.17,186,19.685,1488,157.477,103,10.901,1443,152.715,21986457,87499,2366.425,9.418,128892,13.873,0.068,14.7,people tested,13563537,5999288,5510996,2053253,95808,93260,143.54,63.49,58.32,21.73,9870,8675,0.092,52.24,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,5599.899,7.25,29.7,629.1981
Asia,Israel,5/9/2021,1115375,5064,7256,26,118041.592,535.93,998.019,767.912,2.752,3.145,1.01,206,21.801,1392,147.317,114,12.065,1371,145.095,22907938,110386,2465.605,11.881,131640,14.169,0.071,14.1,people tested,14275685,6054948,5550371,2670366,86779,101735,151.08,64.08,58.74,28.26,10767,7951,0.084,52.19,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,5872.299,7.52,33.6,659.8046
Asia,Israel,12/9/2021,1170440,10290,7427,27,123869.193,1089.004,832.514,786.009,2.857,2.585,1.04,243,25.717,1425,150.81,94,9.948,1209,127.95,23829387,150558,2564.782,16.205,131636,14.168,0.062,16.1,people tested,14548712,6078932,5583855,2885925,68831,39004,153.97,64.33,59.09,30.54,4128,3426,0.036,52.15,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6063.0986,7.69,23.81,681.2427
Asia,Israel,19/9/2021,1224853,8619,7573,17,129627.791,912.16,822.657,801.46,1.799,2.207,0.87,244,25.823,1427,151.021,95,10.054,1220,129.114,24733859,126820,2662.131,13.65,129210,13.907,0.059,16.9,people tested,14828192,6103484,5623492,3101216,60986,39926,156.93,64.59,59.51,32.82,4225,3507,0.037,52.09,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6302.4985,7.91,30.13,708.14136
Asia,Israel,26/9/2021,1265182,2653,7716,24,133895.862,280.77,609.724,816.594,2.54,2.162,0.72,280,29.633,1213,128.373,106,11.218,992,104.985,25516650,92030,2746.384,9.905,111827,12.036,0.048,20.8,people tested,15032151,6127609,5655796,3248746,47849,29137,159.09,64.85,59.86,34.38,3084,3446,0.036,52.05,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6452.8984,8.02,18.69,725.0401
Asia,Israel,3/10/2021,1290137,1739,7845,18,136536.882,184.041,377.289,830.247,1.905,1.95,0.66,247,26.14,1042,110.276,68,7.197,805,85.194,26211560,95331,2821.177,10.261,99273,10.685,0.034,29.4,people tested,15430887,6174038,5691662,3565187,89669,56962,163.31,65.34,60.24,37.73,6028,6633,0.07,52.01,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6599.8984,8.12,18.08,741.5569
Asia,Israel,10/10/2021,1306282,1040,7946,14,138245.529,110.065,244.092,840.936,1.482,1.527,0.62,221,23.389,788,83.395,41,4.339,520,55.032,26875835,79414,2892.674,8.547,94896,10.214,0.022,45.5,people tested,15710145,6216362,5719766,3774017,29943,39894,166.26,65.79,60.53,39.94,4222,6046,0.064,51.97,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6743.4985,8.21,17.55,757.6916
Asia,Israel,17/10/2021,1317364,740,8028,10,139418.351,78.315,167.546,849.614,1.058,1.24,0.63,182,19.261,634,67.097,41,4.339,372,39.369,27520523,84136,2962.063,9.056,92098,9.913,0.017,58.8,people tested,15836194,6237519,5736028,3862647,18415,18007,167.6,66.01,60.71,40.88,1906,3022,0.032,51.95,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6835.0986,8.24,11.03,767.9837
Asia,Israel,24/10/2021,1324586,332,8073,8,140182.665,35.136,109.188,854.376,0.847,0.68,0.66,165,17.462,486,51.434,31,3.281,237,25.082,28103604,81970,3024.82,8.823,83297,8.965,0.012,83.3,people tested,15924530,6252220,5749766,3922544,15028,12619,168.53,66.17,60.85,41.51,1335,2100,0.022,51.93,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6957.6987,8.3,14.35,781.7589
Asia,Israel,31/10/2021,1329239,225,8120,3,140675.098,23.812,70.348,859.35,0.317,0.711,0.85,147,15.557,376,39.793,17,1.799,180,19.05,28634377,79236,3081.948,8.528,75825,8.161,0.008,125,people tested,16000006,6265573,5764104,3970329,13012,10782,169.33,66.31,61,42.02,1141,1908,0.02,51.92,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,6991.899,8.26,4.02,785.60156
Asia,Israel,7/11/2021,1333014,199,8142,1,141074.611,21.06,57.073,861.678,0.106,0.333,0.77,119,12.594,287,30.374,6,0.635,111,11.747,29135660,79722,3135.901,8.581,71612,7.708,0.007,142.9,people tested,16058737,6275930,5776013,4006794,9481,8390,169.95,66.42,61.13,42.4,888,1480,0.016,51.9,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,7036.099,8.23,5.12,790.5679
Asia,Israel,14/11/2021,1336118,225,8167,2,141403.111,23.812,46.929,864.324,0.212,0.378,0.8,109,11.536,268,28.363,13,1.376,108,11.43,29625165,73737,3188.587,7.936,69929,7.527,0.006,166.7,people tested,16107159,6284364,5785594,4037201,8286,6917,170.46,66.51,61.23,42.73,732,1205,0.013,49.11,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,7115.499,8.24,9.16,799.48914
Asia,Israel,21/11/2021,1339309,237,8189,6,141740.819,25.082,48.244,866.653,0.635,0.333,0.98,86,9.101,236,24.976,7,0.741,92,9.736,30110663,74404,3240.842,8.008,69357,7.465,0.007,142.9,people tested,16149709,6291721,5794466,4063522,7832,6079,170.91,66.59,61.32,43,643,1051,0.011,49.1,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,7089.699,8.13,-2.92,796.59033
Asia,Israel,28/11/2021,1342873,169,8201,1,142118.002,17.885,53.883,867.923,0.106,0.181,1.09,79,8.361,236,24.976,14,1.482,100,10.583,30638600,81175,3297.664,8.737,75420,8.118,0.007,142.9,people tested,16234282,6341709,5803157,4089416,16536,12082,171.81,67.12,61.42,43.28,1279,7141,0.076,49.09,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,7062.8994,8.01,-3.08,793.5791
Asia,Israel,5/12/2021,1346509,248,8216,2,142502.805,26.246,54.972,869.51,0.212,0.227,1.14,72,7.62,246,26.035,7,0.741,106,11.218,31237146,88372,3362.087,9.512,85507,9.203,0.006,166.7,people tested,16321765,6395769,5810052,4115944,14272,12498,172.74,67.69,61.49,43.56,1323,7723,0.082,49.08,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,7026.8994,7.89,-3.87,789.5342
Asia,Israel,12/12/2021,1350803,236,8232,1,142957.244,24.976,64.92,871.203,0.106,0.242,1.19,54,5.715,265,28.045,6,0.635,121,12.806,31849811,87190,3428.028,9.384,87524,9.42,0.007,142.9,people tested,16390239,6430985,5817603,4141651,13969,9782,173.46,68.06,61.57,43.83,1035,5031,0.053,49.07,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,7097.2993,7.89,7.83,797.4443
Asia,Israel,19/12/2021,1355690,393,8245,2,143474.442,41.592,73.885,872.579,0.212,0.197,1.45,48,5.08,294,31.114,9,0.952,125,13.229,32463043,93987,3494.031,10.116,87605,9.429,0.009,111.1,people tested,16508154,6475089,5858475,4174590,22588,16845,174.71,68.53,62,44.18,1783,6301,0.067,49.02,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,7149.8994,7.86,5.41,803.3544
