continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Europe,Cyprus,10/1/2021,27469,337,150,6,30657.127,376.113,568.554,167.409,6.696,2.87,0.87,36,40.178,208,232.141,23,25.423,140,155.852,1147657,8778,1280.857,9.797,11816,13.187,0.0431,23.2,tests performed,6035,6035,,,,534,0.67,0.67,,,596,534,0.06,84.26,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,367,5.69,22.39,294.9703
Europe,Cyprus,7/3/2021,37251,298,237,0,41574.452,332.587,369.098,264.507,0,0.159,1.26,14,15.625,129,143.972,9,9.948,102,113.849,2593934,46544,2894.993,51.946,41968,46.839,0.0079,126.9,tests performed,99275,70534,28741,,,2567,11.08,7.87,3.21,,2865,1880,0.21,75,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,281.80002,3.68,-13.13,226.4922
Europe,Cyprus,16/5/2021,71976,157,353,0,80329.73,175.222,276.784,393.97,0,1.913,0.62,31,34.598,157,175.222,16,17.685,106,118.271,6216094,63798,6937.551,71.203,74095,82.695,0.0033,298.8,tests performed,434550,325648,108902,,,10410,48.5,36.34,12.15,,11618,7036,0.785,66.67,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,442.00003,4.97,1.71,355.25037
Europe,Cyprus,23/5/2021,72913,91,361,1,81375.48,101.562,149.393,402.899,1.116,1.276,0.6,30,33.482,115,128.347,11,12.159,66,74.057,6619316,60508,7387.572,67.531,57603,64.289,0.0023,430.3,tests performed,522144,361142,161002,,,12513,58.27,40.31,17.97,,13965,5071,0.566,66.67,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,437.10004,4.85,-4.67,351.31207
Europe,Cyprus,30/5/2021,73440,56,368,0,81963.645,62.5,84.024,410.711,0,1.116,0.66,23,25.669,73,81.473,5,5.527,38,42.003,6967504,47156,7776.171,52.629,49741,55.514,0.0015,660.7,tests performed,595906,386710,209196,,,10537,66.51,43.16,23.35,,11760,3653,0.408,63.89,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,442.60004,4.85,4.76,355.73264
Europe,Cyprus,6/6/2021,73872,41,371,0,82445.784,45.759,68.877,414.059,0,0.478,0.8,13,14.509,50,55.803,1,1.105,22,24.317,7290281,46276,8136.411,51.647,46111,51.463,0.0013,747.2,tests performed,649005,403013,245992,,,7586,72.43,44.98,27.45,,8466,2329,0.26,60.33,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,451.90002,4.9,8.48,363.20734
Europe,Cyprus,25/7/2021,98499,789,408,1,109931.061,880.573,1060.738,455.354,1.116,2.392,1.02,34,37.946,276,308.033,24,26.528,220,245.384,9762954,73053,10896.069,81.532,74658,83.323,0.0127,78.6,tests performed,959464,518739,440725,,668,4239,107.08,57.89,49.19,,4731,2246,0.251,48.74,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,591,5.91,41.25,475.00668
Europe,Cyprus,10/10/2021,121271,134,573,0,135346.041,149.552,136.319,639.504,0,0.638,1.11,12,13.393,60,66.964,4,4.421,23,25.423,13771980,38802,15370.393,43.305,51589,57.577,0.002,501.6,tests performed,1182072,598723,562207,21142,,2124,131.93,66.82,62.75,2.36,2371,328,0.037,46.6,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,966.10004,8.64,13.31,776.4873
Europe,Cyprus,21/11/2021,129888,255,598,1,144963.153,284.596,384.244,667.406,1.116,0.319,1.34,18,20.089,105,117.187,7,7.737,52,58.583,15965432,43821,17818.423,48.907,56873,63.474,0.0072,139.6,tests performed,1266913,615392,579413,72108,,3279,141.4,68.68,64.67,8.05,3660,674,0.075,46.3,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,1071.7,9.04,33.44,861.3615
Europe,Cyprus,6/2/2022,268657,2568,761,1,299838.059,2866.049,3235.785,849.324,1.116,2.073,1.01,33,36.83,224,249.998,9,9.948,78,87.321,23365717,85567,26077.605,95.498,108202,120.76,0.0268,37.3,tests performed,1738322,,638052,415342,,6799,194.01,,71.21,46.35,7588,107,0.012,43.03,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,1463.5999,10.96,26.83,1169.484
Europe,Cyprus,13/2/2022,286888,2120,793,5,320184.999,2366.053,2906.706,885.038,5.58,5.102,0.99,11,12.277,182,203.123,5,5.527,69,77.373,24106255,81650,26904.092,91.127,105791,118.069,0.0222,44.9,tests performed,1755020,,641582,427243,,2385,195.87,,71.6,47.68,2662,80,0.009,42.96,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,1480.8999,10.95,10.32,1183.3075
Europe,Czechia,27/12/2020,675063,3095,11367,125,64328.535,294.931,650.291,1083.191,11.912,10.36,1.2,846,80.618,4966,473.223,430,40.976,4264,406.328,3968305,22735,377.547,2.163,45922,4.369,0.146,6.8,tests performed,1287,1287,,,,,0.01,0.01,,,,,,73.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,14969.2,13.25,40.3,1421.4481
Europe,Czechia,3/1/2021,745603,5077,12321,152,71050.477,483.801,960.278,1174.101,14.484,12.987,1.19,1007,95.96,6284,598.819,579,55.174,6055,576.997,4295443,29780,408.671,2.833,46734,4.446,0.223,4.5,tests performed,14369,14367,2,,927,1869,0.14,0.14,0,,178,1869,0.018,73.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,16196.4,14.05,53.57,1540.937
Europe,Czechia,10/1/2021,837713,8568,13508,165,79827.882,816.467,1253.915,1287.213,15.723,16.159,1.06,1177,112.159,6881,655.709,596,56.794,6707,639.128,4733340,25085,450.333,2.387,62557,5.952,0.204,4.9,tests performed,50157,50148,9,,1777,5113,0.48,0.48,0,,487,5112,0.049,73.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,17620,14.97,58.77,1676.3793
Europe,Czechia,17/1/2021,896605,5307,14698,156,85439.857,505.718,801.711,1400.611,14.866,16.2,0.92,1139,108.538,6504,619.783,497,47.36,5432,517.63,5108385,17793,486.015,1.693,53578,5.097,0.151,6.6,tests performed,122877,122219,658,,3249,10389,1.17,1.16,0.01,,990,10296,0.098,73.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,18971.4,15.79,56.32,1804.9524
Europe,Czechia,24/1/2021,945729,4307,15752,143,90121.012,410.425,668.737,1501.05,13.627,14.348,0.92,1059,100.915,5914,563.561,436,41.548,4835,460.74,5440666,18094,517.629,1.721,47469,4.516,0.146,6.8,tests performed,209438,197030,12408,,3125,12366,2,1.88,0.12,,1178,10687,0.102,78.7,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,20123.4,16.42,47.1,1914.5546
Europe,Czechia,31/1/2021,993666,4127,16754,126,94689.055,393.273,652.578,1596.533,12.007,13.64,0.97,1040,99.104,5562,530.018,460,43.835,4459,424.91,5804656,22711,552.259,2.161,51999,4.947,0.131,7.6,tests performed,281154,240982,40172,,1901,10245,2.68,2.3,0.38,,976,6279,0.06,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,21129.201,16.9,41.17,2010.2472
Europe,Czechia,7/2/2021,1044536,4874,17664,128,99536.592,464.456,692.505,1683.249,12.197,12.388,1.04,1098,104.631,5791,551.84,476,45.359,4730,450.734,6206608,25107,590.501,2.389,57422,5.463,0.125,8,tests performed,363472,265598,97874,,3347,11760,3.46,2.53,0.93,,1121,3517,0.034,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,21940.602,17.21,32.95,2087.4443
Europe,Czechia,14/2/2021,1098372,5218,18594,118,104666.766,497.237,732.882,1771.871,11.245,12.66,1.09,1147,109.301,5889,561.178,485,46.217,4791,456.547,6625731,29073,630.377,2.766,59875,5.697,0.128,7.8,tests performed,465795,296090,169705,,2388,14618,4.44,2.82,1.62,,1393,4356,0.042,78.7,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,22860.201,17.59,36.44,2174.9358
Europe,Czechia,21/2/2021,1164354,6882,19686,177,110954.365,655.804,898.228,1875.931,16.867,14.866,1.15,1286,122.546,6419,611.683,545,51.934,5587,532.4,7119660,35307,677.369,3.359,70561,6.713,0.134,7.5,tests performed,562300,348214,214086,,2164,13786,5.36,3.32,2.04,,1314,7446,0.071,78.7,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,23776.201,17.94,35.84,2262.0847
Europe,Czechia,28/2/2021,1247775,7943,20859,193,118903.773,756.909,1135.63,1987.709,18.391,15.968,1.12,1508,143.701,7526,717.172,714,68.039,6672,635.792,7718910,40445,734.382,3.848,85607,8.145,0.139,7.2,tests performed,669784,424644,245140,,2906,15355,6.38,4.05,2.34,,1463,10919,0.104,78.7,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,24849.201,18.39,41.95,2364.1707
Europe,Czechia,7/3/2021,1334934,9283,22257,209,127209.384,884.602,1186.516,2120.928,19.916,19.031,1.04,1681,160.187,8416,801.983,736,70.135,7219,687.918,8468565,47764,805.705,4.544,107094,10.189,0.114,8.8,tests performed,856567,588138,268440,,12378,26683,8.16,5.6,2.56,,2543,23356,0.223,78.7,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,26245.4,19.07,55.34,2497.0059
Europe,Czechia,14/3/2021,1413972,7151,23780,178,134741.123,681.438,1075.963,2266.059,16.962,20.733,0.96,1829,174.29,8822,840.672,692,65.943,7213,687.346,9684018,60668,921.344,5.772,173636,16.52,0.064,15.6,tests performed,1114124,808182,305972,,13263,36794,10.62,7.7,2.92,,3506,31435,0.3,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,27805.4,19.85,63.21,2645.4255
Europe,Czechia,21/3/2021,1481058,5604,25239,185,141133.925,534.02,913.257,2405.091,17.629,19.862,0.89,1805,172.003,8387,799.219,610,58.129,6496,619.021,10988848,60648,1045.487,5.77,186404,17.735,0.05,20,tests performed,1373227,1007893,365385,,9008,37015,13.09,9.6,3.48,,3527,28530,0.272,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,29252.6,20.53,60.61,2783.113
Europe,Czechia,28/3/2021,1532109,4052,26519,182,145998.71,386.126,694.969,2527.065,17.343,17.425,0.81,1655,157.709,7614,725.558,569,54.222,5723,545.36,12320400,51029,1172.171,4.855,190222,18.098,0.037,27,tests performed,1602310,1151100,451277,,9694,32726,15.27,10.97,4.3,,3119,20458,0.195,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,30399.799,20.99,49.39,2892.2583
Europe,Czechia,4/4/2021,1569648,2211,27526,127,149575.9,210.692,511.027,2623.025,12.102,13.709,0.75,1378,131.313,6353,605.394,461,43.93,4805,457.881,13569134,43124,1290.977,4.103,178391,16.972,0.03,33.3,tests performed,1842666,1256930,585862,,11457,34337,17.56,11.98,5.58,,3272,15119,0.144,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,31532.799,21.44,50.22,3000.0527
Europe,Czechia,11/4/2021,1598542,2270,28373,111,152329.286,216.314,393.341,2703.738,10.577,11.53,0.77,1196,113.97,5264,501.62,387,36.878,3895,371.165,14912964,60432,1418.83,5.75,191976,18.265,0.02,50,tests performed,2133561,1402725,731087,,19829,41556,20.33,13.37,6.97,,3960,20828,0.198,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,32260.998,21.61,32.82,3069.3342
Europe,Czechia,18/4/2021,1620720,1584,28960,74,154442.686,150.944,301.914,2759.675,7.052,7.991,0.76,975,92.91,4050,385.935,294,28.016,2818,268.535,16305056,66816,1551.274,6.357,198870,18.921,0.016,62.5,tests performed,2513002,1638288,874984,,17982,54206,23.95,15.61,8.34,,5165,33652,0.321,59.26,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,32726.598,21.61,21.42,3113.6316
Europe,Czechia,25/4/2021,1638547,1341,29405,57,156141.468,127.787,242.683,2802.08,5.432,6.058,0.77,763,72.708,3196,304.555,257,24.49,2322,221.27,17704429,61581,1684.412,5.859,199910,19.02,0.013,76.9,tests performed,2868284,1909497,959340,,18681,50755,27.33,18.2,9.14,,4837,38744,0.369,62.04,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33114.598,21.56,18.28,3150.5461
Europe,Czechia,2/5/2021,1653620,1207,29763,35,157577.814,115.018,205.192,2836.195,3.335,4.874,0.76,559,53.269,2510,239.185,200,19.059,1787,170.288,19126001,76111,1819.661,7.241,203082,19.321,0.01,100,tests performed,3251066,2232925,1024816,,21192,54683,30.98,21.28,9.77,,5211,46204,0.44,62.04,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33422.4,21.46,14.2,3179.8306
Europe,Czechia,9/5/2021,1664844,749,30026,32,158647.378,71.374,152.795,2861.257,3.049,3.58,0.73,416,39.642,1882,179.341,156,14.866,1408,134.172,20641424,74279,1963.839,7.067,216489,20.597,0.007,142.9,tests performed,3707492,2651283,1071600,,25445,65204,35.33,25.26,10.21,,6213,59765,0.57,62.04,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33643,21.32,10.58,3200.8188
Europe,Czechia,16/5/2021,1672826,607,30216,16,159408.004,57.843,108.661,2879.362,1.525,2.587,0.69,306,29.16,1339,127.597,108,10.292,987,94.054,22159079,73631,2108.23,7.005,216808,20.627,0.005,200,tests performed,4195601,3101402,1117402,,27088,69730,39.98,29.55,10.65,,6645,64303,0.613,62.04,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33810.2,21.14,8.04,3216.7263
Europe,Czechia,23/5/2021,1678064,344,30324,11,159907.147,32.781,71.306,2889.654,1.048,1.47,0.65,189,18.01,865,82.428,72,6.861,624,59.463,23829480,72251,2267.153,6.874,238629,22.703,0.003,333.3,tests performed,4720597,3522632,1227545,,31467,74999,44.98,33.57,11.7,,7147,60176,0.573,56.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33823.598,20.89,0.66,3218.001
Europe,Czechia,30/5/2021,1681464,228,30391,6,160231.142,21.727,46.285,2896.039,0.572,0.912,0.64,113,10.768,521,49.647,52,4.955,388,36.974,25310907,64999,2408.097,6.184,211632,20.135,0.002,500,tests performed,5285480,3864383,1460040,1,36864,80698,50.37,36.82,13.91,0,7690,48822,0.465,56.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33738.996,20.57,-4.14,3209.952
Europe,Czechia,6/6/2021,1683925,158,30430,3,160465.657,15.056,33.502,2899.755,0.286,0.531,0.65,61,5.813,304,28.969,35,3.335,250,23.823,26683464,55472,2538.683,5.278,196080,18.655,0.002,500,tests performed,5934951,4224767,1761985,1,42045,92782,56.56,40.26,16.79,0,8841,51483,0.491,56.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33697.598,20.29,-1.98,3206.0132
Europe,Czechia,13/6/2021,1685467,80,30458,4,160612.598,7.623,20.992,2902.423,0.381,0.381,0.64,35,3.335,155,14.77,19,1.811,134,12.769,27883728,49256,2652.877,4.686,171466,16.313,0.001,1000,tests performed,6623343,4573743,2117594,2,42412,98342,63.12,43.58,20.18,0,9371,49854,0.475,52.78,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33651.2,20.02,-2.3,3201.5989
Europe,Czechia,20/6/2021,1686445,67,30474,0,160705.794,6.385,13.314,2903.948,0,0.218,0.72,20,1.906,89,8.481,13,1.239,96,9.148,29015465,44412,2760.551,4.225,161677,15.382,0.001,1000,tests performed,7305408,4825465,2559376,2,41253,97438,69.62,45.98,24.39,0,9285,35960,0.343,47.22,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33691.8,19.8,2.02,3205.4617
Europe,Czechia,27/6/2021,1687177,68,30486,2,160775.549,6.48,9.965,2905.091,0.191,0.163,0.89,12,1.144,59,5.622,4,0.381,52,4.955,30003478,40670,2854.552,3.869,141145,13.429,0.001,1000,tests performed,7969094,5013571,3043404,2,40673,94812,75.94,47.78,29,0,9035,26872,0.256,47.22,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33688.8,19.57,-0.15,3205.1763
Europe,Czechia,4/7/2021,1688197,128,30491,0,160872.747,12.197,13.885,2905.568,0,0.068,1.06,7,0.667,33,3.145,9,0.858,45,4.288,30915168,47936,2941.29,4.561,130241,12.391,0.001,1000,tests performed,8604537,5164364,3535661,3,29417,90778,81.99,49.21,33.69,0,8650,21542,0.205,43.52,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33557.6,19.27,-6.5,3192.6938
Europe,Czechia,11/7/2021,1689590,175,30494,0,161005.49,16.676,18.963,2905.854,0,0.041,1.15,8,0.762,26,2.478,11,1.048,36,3.431,31463006,68158,2993.412,6.485,78263,7.446,0.003,333.3,tests performed,9035544,5275744,3859167,4,31416,61572,86.1,50.27,36.78,0,5867,15911,0.152,40.74,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33452.8,18.99,-5.14,3182.7231
Europe,Czechia,18/7/2021,1691290,201,30498,0,161167.487,19.154,23.142,2906.235,0,0.054,1.06,10,0.953,35,3.335,11,1.048,51,4.86,32199774,67793,3063.509,6.45,105253,10.014,0.002,500,tests performed,9585910,5429860,4266420,4,33933,78624,91.35,51.74,40.66,0,7492,22017,0.21,40.74,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33437.8,18.76,-0.73,3181.296
Europe,Czechia,25/7/2021,1692749,135,30502,0,161306.519,12.865,19.862,2906.616,0,0.054,0.97,10,0.953,50,4.765,12,1.144,70,6.67,32934188,70377,3133.381,6.696,104916,9.982,0.002,500,tests performed,10060077,5557871,4627299,6,27659,67738,95.87,52.96,44.09,0,6455,18287,0.174,42.59,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33346,18.5,-4.48,3172.562
Europe,Czechia,1/8/2021,1694001,117,30504,2,161425.826,11.149,17.044,2906.807,0.191,0.027,0.95,16,1.525,52,4.955,10,0.953,66,6.289,33696778,66791,3205.935,6.355,108941,10.365,0.002,500,tests performed,10430779,5685959,4889127,7,21616,52957,99.4,54.18,46.59,0,5046,18298,0.174,45.56,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33367,18.3,1.01,3174.56
Europe,Czechia,8/8/2021,1695217,162,30510,0,161541.701,15.437,16.554,2907.378,0,0.082,1.01,16,1.525,58,5.527,12,1.144,66,6.289,34436721,71470,3276.333,6.8,105706,10.057,0.002,500,tests performed,10739460,5781444,5119587,8,19095,44097,102.34,55.09,48.79,0,4202,13641,0.13,45.44,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33186.2,17.99,-8.64,3157.3584
Europe,Czechia,15/8/2021,1696573,143,30512,0,161670.918,13.627,18.46,2907.569,0,0.027,1.03,16,1.525,61,5.813,11,1.048,62,5.908,35187243,67948,3347.739,6.465,107217,10.201,0.002,500,tests performed,11017184,5845543,5346207,8,12377,39675,104.99,55.7,50.95,0,3781,9157,0.087,36.98,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33141.4,17.77,-2.16,3153.0962
Europe,Czechia,22/8/2021,1697895,140,30525,0,161796.895,13.341,17.997,2908.808,0,0.177,1.05,17,1.62,66,6.289,15,1.429,81,7.719,35868155,64804,3412.521,6.165,97273,9.255,0.002,500,tests performed,11263070,5900565,5549841,8,13560,35127,107.33,56.23,52.89,0,3347,7860,0.075,35.02,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33011.4,17.5,-6.15,3140.7278
Europe,Czechia,29/8/2021,1699289,138,30532,2,161929.733,13.15,18.977,2909.475,0.191,0.095,1.12,9,0.858,55,5.241,11,1.048,67,6.385,36439304,40760,3466.86,3.878,81593,7.763,0.002,500,tests performed,11470998,5953859,5716854,14,8329,29704,109.31,56.74,54.48,0,2831,7613,0.073,34.94,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,32947.4,17.28,-3.17,3134.639
Europe,Czechia,5/9/2021,1701030,212,30535,0,162095.638,20.202,23.701,2909.761,0,0.041,1.25,16,1.525,69,6.575,14,1.334,85,8.1,37008536,33873,3521.018,3.223,81319,7.737,0.003,333.3,tests performed,11594790,5996604,5807627,15,4389,17685,110.49,57.14,55.34,0,1685,6106,0.058,40.44,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,32933,17.09,-0.72,3133.2688
Europe,Czechia,12/9/2021,1703704,254,30541,0,162350.45,24.204,36.402,2910.332,0,0.082,1.25,31,2.954,127,12.102,18,1.715,133,12.674,37542355,35587,3571.806,3.386,76260,7.255,0.005,200,tests performed,11680342,6030383,5867725,23,2326,12222,111.31,57.47,55.92,0,1165,4826,0.046,40.41,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,32992,16.95,2.93,3138.8823
Europe,Czechia,19/9/2021,1706808,311,30557,5,162646.238,29.636,42.255,2911.857,0.476,0.218,1.21,40,3.812,164,15.628,26,2.478,174,16.581,38054331,36812,3620.515,3.502,73139,6.958,0.006,166.7,tests performed,11753033,6061134,5918142,36,2135,10384,112,57.76,56.4,0,990,4393,0.042,40.38,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33099.8,16.83,5.34,3149.1384
Europe,Czechia,26/9/2021,1710148,433,30572,2,162964.516,41.262,45.468,2913.287,0.191,0.204,1.25,45,4.288,197,18.773,26,2.478,168,16.009,38573040,33225,3669.866,3.161,74101,7.05,0.006,166.7,tests performed,11815468,6086615,5959194,3040,2169,8919,112.59,58,56.79,0.03,850,3640,0.035,40.36,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33153,16.68,2.6,3154.2
Europe,Czechia,3/10/2021,1714673,564,30583,1,163395.715,53.745,61.6,2914.335,0.095,0.15,1.38,52,4.955,247,23.537,29,2.763,245,23.347,39035920,31835,3713.904,3.029,66126,6.291,0.01,100,tests performed,11866916,6105361,5992041,8085,1393,7350,113.08,58.18,57.1,0.08,700,2678,0.026,40.35,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33151.8,16.51,-0.06,3154.0857
Europe,Czechia,10/10/2021,1720814,678,30609,3,163980.907,64.608,83.599,2916.812,0.286,0.354,1.58,77,7.338,350,33.352,59,5.622,358,34.115,39489369,30362,3757.046,2.889,64778,6.163,0.013,76.9,tests performed,11925321,6125474,6022388,21600,1784,8344,113.64,58.37,57.39,0.21,795,2873,0.027,43.11,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33105,16.31,-2.17,3149.633
Europe,Czechia,17/10/2021,1730212,1195,30656,9,164876.467,113.875,127.937,2921.291,0.858,0.64,1.64,116,11.054,543,51.744,73,6.956,551,52.506,39986444,34750,3804.338,3.306,71011,6.756,0.019,52.6,tests performed,11988964,6146594,6048757,43594,2416,9092,114.25,58.57,57.64,0.42,866,3017,0.029,43.1,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33155.6,16.16,2.34,3154.4473
Europe,Czechia,24/10/2021,1751236,2813,30735,14,166879.9,268.058,286.205,2928.819,1.334,1.075,1.63,163,15.533,993,94.626,120,11.435,1046,99.676,40578452,45333,3860.662,4.313,84573,8.046,0.036,27.8,tests performed,12117570,6183862,6075600,119245,5726,18372,115.47,58.93,57.9,1.14,1751,5324,0.051,42.6,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33336.8,16.08,8.51,3171.6868
Europe,Czechia,31/10/2021,1785540,5192,30891,26,170148.819,494.759,466.988,2943.685,2.478,2.124,1.54,266,25.348,1731,164.952,152,14.484,1736,165.428,41283531,62794,3927.744,5.974,100726,9.583,0.049,20.4,tests performed,12294925,6247175,6110509,218822,8300,25336,117.16,59.53,58.23,2.09,2414,9045,0.086,42.54,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33770.402,16.13,20.3,3212.94
